Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
milanese-loop-for-apple-watch-bands-44mm-40mm-45mm-49mm-41mm-38mm-42mm-44-mm-bracelet-iwatch-series-9-3-6-5-se-7-8-ultra-2-strap,,,,,,,,,silver,,,38mm 40mm 41mm,,,CHINA,,200000049:193#silver;200000051:100016950#38mm 40mm 41mm;200007763:201336100,0.0,,0,deny,manual,465.54,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/Sf5b85206db4e4639875dab2eea6f2faf7.webp?v=1773597451,20,"",,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/Sf9b743c3b2274cf69974849dffa503e02.webp?v=1773597450,kg,,,
milanese-loop-for-apple-watch-bands-44mm-40mm-45mm-49mm-41mm-38mm-42mm-44-mm-bracelet-iwatch-series-9-3-6-5-se-7-8-ultra-2-strap,,,,,,,,,pink gold,,,42mm 44mm 45mm 49mm,,,United States,,200000049:350850#pink gold;200000051:201336458#42mm 44mm 45mm 49mm;200007763:201336106,0.0,,0,deny,manual,709.53,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/Sc679740ebabc496c88062dd92f5db99by.webp?v=1773597450,21,"",,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/Sb7f2bc2bd69649b5a93823729617b8f4G.webp?v=1773597451,kg,,,
milanese-loop-for-apple-watch-bands-44mm-40mm-45mm-49mm-41mm-38mm-42mm-44-mm-bracelet-iwatch-series-9-3-6-5-se-7-8-ultra-2-strap,,,,,,,,,pink gold,,,38mm 40mm 41mm,,,United States,,200000049:350850#pink gold;200000051:100016950#38mm 40mm 41mm;200007763:201336106,0.0,,0,deny,manual,709.53,0.00,true,true,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/Sb7f2bc2bd69649b5a93823729617b8f4G.webp?v=1773597451,kg,,,
milanese-loop-for-apple-watch-bands-44mm-40mm-45mm-49mm-41mm-38mm-42mm-44-mm-bracelet-iwatch-series-9-3-6-5-se-7-8-ultra-2-strap,,,,,,,,,pink gold,,,42mm 44mm 45mm 49mm,,,CHINA,,200000049:350850#pink gold;200000051:201336458#42mm 44mm 45mm 49mm;200007763:201336100,0.0,,0,deny,manual,709.53,0.00,true,true,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/Sb7f2bc2bd69649b5a93823729617b8f4G.webp?v=1773597451,kg,,,
milanese-loop-for-apple-watch-bands-44mm-40mm-45mm-49mm-41mm-38mm-42mm-44-mm-bracelet-iwatch-series-9-3-6-5-se-7-8-ultra-2-strap,,,,,,,,,pink gold,,,38mm 40mm 41mm,,,CHINA,,200000049:350850#pink gold;200000051:100016950#38mm 40mm 41mm;200007763:201336100,0.0,,0,deny,manual,709.53,0.00,true,true,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/Sb7f2bc2bd69649b5a93823729617b8f4G.webp?v=1773597451,kg,,,
milanese-loop-for-apple-watch-bands-44mm-40mm-45mm-49mm-41mm-38mm-42mm-44-mm-bracelet-iwatch-series-9-3-6-5-se-7-8-ultra-2-strap,,,,,,,,,Rose gold,,,42mm 44mm 45mm 49mm,,,United States,,200000049:350686#Rose gold;200000051:201336458#42mm 44mm 45mm 49mm;200007763:201336106,0.0,,0,deny,manual,709.53,0.00,true,true,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/Sf5b85206db4e4639875dab2eea6f2faf7.webp?v=1773597451,kg,,,
milanese-loop-for-apple-watch-bands-44mm-40mm-45mm-49mm-41mm-38mm-42mm-44-mm-bracelet-iwatch-series-9-3-6-5-se-7-8-ultra-2-strap,,,,,,,,,Rose gold,,,38mm 40mm 41mm,,,United States,,200000049:350686#Rose gold;200000051:100016950#38mm 40mm 41mm;200007763:201336106,0.0,,0,deny,manual,709.53,0.00,true,true,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/Sf5b85206db4e4639875dab2eea6f2faf7.webp?v=1773597451,kg,,,
milanese-loop-for-apple-watch-bands-44mm-40mm-45mm-49mm-41mm-38mm-42mm-44-mm-bracelet-iwatch-series-9-3-6-5-se-7-8-ultra-2-strap,,,,,,,,,Rose gold,,,42mm 44mm 45mm 49mm,,,CHINA,,200000049:350686#Rose gold;200000051:201336458#42mm 44mm 45mm 49mm;200007763:201336100,0.0,,0,deny,manual,709.53,0.00,true,true,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/Sf5b85206db4e4639875dab2eea6f2faf7.webp?v=1773597451,kg,,,
milanese-loop-for-apple-watch-bands-44mm-40mm-45mm-49mm-41mm-38mm-42mm-44-mm-bracelet-iwatch-series-9-3-6-5-se-7-8-ultra-2-strap,,,,,,,,,Rose gold,,,38mm 40mm 41mm,,,CHINA,,200000049:350686#Rose gold;200000051:100016950#38mm 40mm 41mm;200007763:201336100,0.0,,0,deny,manual,709.53,0.00,true,true,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/Sf5b85206db4e4639875dab2eea6f2faf7.webp?v=1773597451,kg,,,
mikalen-premium-floral-case,MIKALEN Premium Floral Case,"<p data-start=""155"" data-end=""477"" class=""""><strong data-start=""155"" data-end=""229"">Luxury Meets Protection – Premium iPhone Case with Exclusive Packaging</strong><br data-start=""229"" data-end=""232"">Shield your iPhone in elegance with this high-end case, crafted to deliver exceptional protection while elevating your device’s style. Paired with an exclusive premium box, it’s the perfect choice for those who value both luxury and performance.</p>
<p data-start=""479"" data-end=""981"" class=""""><strong data-start=""479"" data-end=""494"">Highlights:</strong><br data-start=""494"" data-end=""497"">• <strong data-start=""499"" data-end=""525"">Elite-Level Protection</strong> – Engineered to absorb shocks and shield against drops, keeping your iPhone safe from everyday mishaps<br data-start=""628"" data-end=""631"">• <strong data-start=""633"" data-end=""654"">Premium Materials</strong> – Made from durable, wear-resistant materials that maintain their look and feel over time<br data-start=""744"" data-end=""747"">• <strong data-start=""749"" data-end=""773"">Slim &amp; Modern Design</strong> – Sleek profile preserves your iPhone’s original shape, while reinforced edges offer complete coverage<br data-start=""876"" data-end=""879"">• <strong data-start=""881"" data-end=""902"">Effortless Access</strong> – Precision cutouts ensure seamless use of all buttons, ports, and functions</p>
<p data-start=""983"" data-end=""1065"" class="""">Experience refined craftsmanship and superior protection in one luxurious package.</p>",Armsells.com,Uncategorized,MIKALEN Premium Floral Case,premium case,true,Model,iphone 11,,Color,White Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/Screenshot2025-05-05193854_1.png?v=1773597452,1,"",false,,,,kg,,,active
mikalen-premium-floral-case,,,,,,,,,iphone 11,,,Pink Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 11,,,White Daisy,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 11,,,Baby Pink,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 11 pro,,,White Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 11 pro,,,Pink Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 11 pro,,,White Daisy,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 11 pro,,,Baby Pink,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 11 pro max,,,White Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 11 pro max,,,Pink Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 11 pro max,,,White Daisy,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 11 pro max,,,Baby Pink,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 12,,,White Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 12,,,Pink Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 12,,,White Daisy,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 12,,,Baby Pink,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 12 pro,,,White Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 12 pro,,,Pink Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 12 pro,,,White Daisy,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 12 pro,,,Baby Pink,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 12 pro max,,,White Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 12 pro max,,,Pink Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 12 pro max,,,White Daisy,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 12 pro max,,,Baby Pink,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 13,,,White Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 13,,,Pink Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 13,,,White Daisy,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 13,,,Baby Pink,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 13 pro,,,White Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 13 pro,,,Pink Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 13 pro,,,White Daisy,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 13 pro,,,Baby Pink,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 13 pro max,,,White Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 13 pro max,,,Pink Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 13 pro max,,,White Daisy,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 13 pro max,,,Baby Pink,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 14,,,White Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 14,,,Pink Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 14,,,White Daisy,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 14,,,Baby Pink,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphne 14 pro,,,White Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphne 14 pro,,,Pink Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphne 14 pro,,,White Daisy,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphne 14 pro,,,Baby Pink,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 14 pro max,,,White Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 14 pro max,,,Pink Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 14 pro max,,,White Daisy,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 14 pro max,,,Baby Pink,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 15,,,White Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 15,,,Pink Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 15,,,White Daisy,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 15,,,Baby Pink,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 15 pro,,,White Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 15 pro,,,Pink Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 15 pro,,,White Daisy,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 15 pro,,,Baby Pink,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 15 pro max,,,White Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 15 pro max,,,Pink Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 15 pro max,,,White Daisy,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 15 pro max,,,Baby Pink,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 16,,,White Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 16,,,Pink Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 16,,,White Daisy,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 16,,,Baby Pink,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 16 pro,,,White Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 16 pro,,,Pink Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 16 pro,,,White Daisy,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 16 pro,,,Baby Pink,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 16 pro max,,,White Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 16 pro max,,,Pink Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 16 pro max,,,White Daisy,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 16 pro max,,,Baby Pink,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 16 plus,,,White Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 16 plus,,,Pink Jasmine,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 16 plus,,,White Daisy,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
mikalen-premium-floral-case,,,,,,,,,iphone 16 plus,,,Baby Pink,,,,,,0.0,,0,deny,manual,1699.00,3480.00,true,true,,,,,,,,,,,,,kg,,,
midnight-green-teal-silicon-case,Midnight Green (Teal) Silicon Case,"<article class=""text-token-text-primary w-full"" dir=""auto"" data-testid=""conversation-turn-48"" data-scroll-anchor=""true"">
<div class=""text-base my-auto mx-auto py-5 [--thread-content-margin:--spacing(4)] @[37rem]:[--thread-content-margin:--spacing(6)] @[72rem]:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:32rem] @[34rem]:[--thread-content-max-width:40rem] @[64rem]:[--thread-content-max-width:48rem] mx-auto flex max-w-(--thread-content-max-width) flex-1 text-base gap-4 md:gap-5 lg:gap-6 group/turn-messages focus-visible:outline-hidden"" tabindex=""-1"">
<div class=""group/conversation-turn relative flex w-full min-w-0 flex-col agent-turn"">
<div class=""relative flex-col gap-1 md:gap-3"">
<div class=""flex max-w-full flex-col grow"">
<div data-message-author-role=""assistant"" data-message-id=""0cfefd2a-a495-460a-a3b4-af02456b4a58"" dir=""auto"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-5"" data-message-model-slug=""gpt-4o"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[3px]"">
<div class=""markdown prose dark:prose-invert w-full break-words dark"">
<p data-start=""67"" data-end=""119"" class=""""><strong data-start=""67"" data-end=""119"">Apple Silicone Case – Designed for a Perfect Fit</strong></p>
<p data-start=""121"" data-end=""391"" class="""">Crafted by Apple to complement your iPhone, this silicone case offers a sleek, form-fitting design that hugs every curve without adding bulk. The soft-touch silicone exterior feels smooth in hand, while a gentle microfiber lining on the inside provides added protection.</p>
<p data-start=""393"" data-end=""410"" class=""""><strong data-start=""393"" data-end=""410"">Key Features:</strong></p>
<p data-start=""414"" data-end=""515"" class=""""><strong data-start=""414"" data-end=""429"">Perfect Fit</strong><br data-start=""429"" data-end=""432"">Snugly wraps around buttons and edges, maintaining the slim profile of your iPhone.</p>
<p data-start=""519"" data-end=""610"" class=""""><strong data-start=""519"" data-end=""547"">Soft Microfiber Interior</strong><br data-start=""547"" data-end=""550"">Helps guard your device against scratches and minor impacts.</p>
<p data-start=""614"" data-end=""690"" class=""""><strong data-start=""614"" data-end=""642"">Silky, Soft-Touch Finish</strong><br data-start=""642"" data-end=""645"">Comfortable grip with a smooth, premium feel.</p>
<p data-start=""694"" data-end=""808"" class=""""><strong data-start=""694"" data-end=""714"">Built to Protect</strong><br data-start=""714"" data-end=""717"">Tested through thousands of hours for durability, drop resistance, and lasting performance</p>
</div>
</div>
</div>
</div>
<div class=""mt-3 w-full empty:hidden"">
<div class=""text-center""><br></div>
</div>
</div>
</div>
</div>
</div>
</article>",Armsells.com,Uncategorized,Silicon Case,silicon case,true,Select Model,iphone 6,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/Screenshot2025-05-07192059_1.png?v=1773597445,1,"",false,,,,kg,,,active
midnight-green-teal-silicon-case,,,,,,,,,iphone 6s,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/Screenshot2025-05-07192116_1.png?v=1773597445,2,"",,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone 6s+,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/Screenshot2025-05-07192318_1.png?v=1773597444,3,"",,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone 7,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/Screenshot2025-05-07192338_1.png?v=1773597446,4,"",,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone 7+,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,,,,,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone 8,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,,,,,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone 8+,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,,,,,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone SE,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,,,,,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone X,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,,,,,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone XS,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,,,,,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone XS Max,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,,,,,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone 11,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,,,,,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone 11 pro,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,,,,,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone 11 pro max,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,,,,,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone 12,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,,,,,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone 12 pro,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,,,,,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone 12 pro max,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,,,,,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone 13,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,,,,,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone 13 pro,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,,,,,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone 13 pro max,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,,,,,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone 14,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,,,,,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone 14 pro,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,,,,,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone 14 pro max,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,,,,,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone 14 plus,,,,,,,,,0.0,,0,deny,manual,899.00,1350.00,true,true,,,,,,,,,,,,,kg,,,
midnight-green-teal-silicon-case,,,,,,,,,iphone 15,,,,,,,,,0.0,,0,deny,manual,999.00,1350.00,true,true,,,,,,,,,,,,,kg,,,
